,airline_sentiment,airline,name,text,date
742,neutral,United,fairplay500,"@united I send you an urgent message via eservice@united.com.  BG0KWM   Narayanan. Please respond ASAP. Also, NO local United Tel # @ KUL",2015-02-23
743,neutral,United,The_Playmaker20,@united thanks! Will you guys be getting the A380s anytime soon?,2015-02-23
744,negative,United,kevinforgoogle,@united But they are not... lady one phone says its in tel aviv. Tel Aviv united says its in Newark. No one knows and I have nothing...,2015-02-23
745,positive,United,MelanieSpring,“@united: @MelanieSpring We'll see what we can do. ^KN” We are running! Most of this plane is running. Thanks for the help!,2015-02-23
746,negative,United,mortgagesbycoop,"@united yes, but still now answers. Many have not had their luggage for 3 days! Unacceptable!!",2015-02-23
747,negative,United,Meyer47,@united what is that going to do for you? Nothing just like you always do,2015-02-23
748,neutral,United,dafg42,@united I sent in my feedback.  Thank you.,2015-02-23
749,negative,United,kbleggett,@united plus what about food? And taxis?,2015-02-23
750,negative,United,kbleggett,@united you are offering us 8 rooms for 32 people #FAIL,2015-02-23
751,negative,United,kbleggett,@united 32 people getting pretty tired about no action on solving the problem plus missing a day of vacation and skiing,2015-02-23
752,negative,United,ajpape,@united The bright side would be keeping the promise that was made to me. Hope you're having a good night. Thanks.,2015-02-23
753,neutral,United,FIETA_DOC,@united yes I do.,2015-02-23
754,negative,United,kbleggett,@united I take back the comment about your team here working hard to help us A so far no solution for a hotel or food or anything #fail,2015-02-23
755,negative,United,DavidRogerswork,@united on 4124 arriving two hours Late Flight into CLT. Now sitting on the tarmac while they move a plane from the gate. Unhappy customer.,2015-02-23
756,negative,United,mbarnas,@united airlines is the absolute worst. They have no idea what they are doing. #neveragain #UnitedAirlines,2015-02-23
757,negative,United,real_steve_ward,"@united Thanks; might want to fix this line: ""Our Customer Care team is currently responding to most inquiries within 7-10 business days.""",2015-02-23
758,positive,United,The_Playmaker20,@united we just flew with United from AUS (Austin Bergstrom) to Cancun Intl. Best flight ever! The 737's are not too big... Not too small!,2015-02-23
759,negative,United,FIETA_DOC,"@united it's frustrating, as a frequent flyer, loyal since Continental. Upgrade equals paying 3 times or more on top of purchase ticket.",2015-02-23
760,neutral,United,FIETA_DOC,@united Deep Vein thrombosis,2015-02-23
761,negative,United,lindaSWC,"@united at its worse. Can't figure how to pack plane, screws up connectns then claims no hotl rooms in San Fran for stranded pax. Way to go!",2015-02-23
762,negative,United,CellucorJulio,@united 4 passengers after a 2 hour delayed flight left with no hotel at the end of the night @ hou airport. Wtf??!! http://t.co/ZfqMpGXVS6,2015-02-23
763,negative,United,RissaWissa,"Hey @united why does the flight from IAH to POS leave so Late Flight, and the one back to IAH so early? I rather get to POS earlier",2015-02-23
764,negative,United,ajpape,@united Lost bag process is broken. Agent promised they'd call &amp; hold my bag when found. Now they're waking me at 3am w/ delivery. #fail,2015-02-23
765,negative,United,Meyer47,@united the people at the counter have been very helpful. As you can see nobody is there. Flight to Austin 10:55 and still sitting here.,2015-02-23
766,neutral,United,DJPartyMarty,@united unfortunately still on the Tarmac at @fly2ohare and definitely missing my ride from @flypdx #GonnaBeALongNight,2015-02-23
767,negative,United,Darquenloveli,“@united: @Darquenloveli We regret to hear this. Please let us know if you need assistance. ^KN” I was finally able to secure my seat. Thx,2015-02-23
768,neutral,United,paula1231970,@united what time does check in open for flight no UA80 from Manchester to Newark today ?,2015-02-23
769,negative,United,alikat9220,"@united good to know you will open the closed doors for ""premier passengers"" after safety briefings on delayed flights. #annoyed.",2015-02-23
770,neutral,United,fortytoo,@united DM sent,2015-02-23
771,negative,United,macefaceeeee,@united yea get me to phoenix already. Delays all day with you people. It's bullshit.,2015-02-23
772,negative,United,DaniOnTheFritz,"@united If it's any consolation, your staff was stellar. Just not the hour+ delays I encountered with every one of my 4 flights.",2015-02-23
773,positive,United,drewziIIa,"@united flight ua3576, gate b1. And tell ray I somehow made it on to the 736 flight out of IAH and didn't have to wait for the 917 one. :)",2015-02-23
774,negative,United,petergau,@united that's unfortunate. The @Tumitravel was an xmas gift and it looks like a razor ripped right through the front pocket in the picture,2015-02-23
775,positive,United,tomcrabtree,@united But thanks for asking,2015-02-23
776,negative,United,tomcrabtree,@united Lost bags. Cancelled Flightled flights. Delhi call centers. Poor United staff spread thin and stressed. You name it.,2015-02-23
777,negative,United,ColtonWoytas,@united Yes. Doesn't make that mistake any less absurd. Doesn't change the fact that I'm very inconveniently missing my luggage tonight.,2015-02-23
778,negative,United,FIETA_DOC,@united I'm constantly having challenges with upgrades &amp; charges. In order to prevent DVT I have to pay an addtl $180 http://t.co/xC6jQ70r7B,2015-02-23
779,negative,United,KeenanPam,"@united In ORD, waited 20 min after crew members left before gate items came. Flight attendant sarcastically said good luck and walked away.",2015-02-23
780,neutral,United,rholbrook,"@united Follow me back, please, and I'll happily DM you the link because I'd rather not share my travel plans publicly.",2015-02-23
781,positive,United,CaseyWoodTV,@united you too!,2015-02-23
782,positive,United,PhilFromChico,@united is my favorite airline.,2015-02-23
783,negative,United,kbleggett,@united seriously #fail on making strangers share a room,2015-02-23
784,neutral,United,zach_wardroup,@united @luke_mcintosh68 nah you wouldn't,2015-02-23
785,negative,United,michaelsalinger,@united we needed them here asap. Will they make it on today's flight?,2015-02-23
786,negative,United,Tdrag97,@united agent split up my reservation? Now can't Cancelled Flight and refund credit for 2wks? Why,2015-02-23
787,neutral,United,Siv,@united Our vacation's going to be ruined w/ 3 days of rain. : ( The change fee for 2 of us is nearly cost of original flight. Can you help?,2015-02-23
788,neutral,United,xRaeCatherine,@united I sent the message. Let me know ASAP.,2015-02-23
789,negative,United,kbleggett,@united why would they make me share a room?,2015-02-23
790,negative,United,fortytoo,"@united tried calling too, but w/25 min phn wait means we'd miss options anyway",2015-02-23
791,negative,United,MelanieSpring,@united can you ask your guys with flight 1146 to BWI to wait for us to get off a delayed flight from San Diego? Pretty please?,2015-02-23
792,negative,United,kbleggett,@united we're still waiting to find out your rep is working hard - most upset about having to wait to tomorrow pm to get to mammoth,2015-02-23
793,negative,United,fortytoo,"@united for an early flt, I think a call is appropriate. Yes, reviewed and nada avail until next day. Expect full refund",2015-02-23
794,neutral,United,CaseyWoodTV,"@united i understand, thanks",2015-02-23
795,negative,United,throthra,"@united again I ask, who can I call to get this fixed? Tweeting me BS questions to stall only makes things worse. Phone number please.",2015-02-23
796,negative,United,DJPartyMarty,@united Yo yo yo stuck on the tarmac for over 2 hours at @fly2ohare ... Going to miss my ride at @flypdx help please! #HelpImStuck #United,2015-02-23
797,negative,United,Darquenloveli,@united it's highly unprofessional for you to overbook a flight by 12 seats &amp;feel that I should rearrange my schedule for your mismanagement,2015-02-23
798,negative,United,throthra,"@united well, considering every agent before claimed they were unable to help with everything else, why waste more time to hear 'call corp'",2015-02-23
799,positive,United,luke_mcintosh68,@united man I can't wait to book my ticket now! Thanks JP you're a life sabe,2015-02-23
800,negative,United,CaseyWoodTV,"@united Ice, which I totally understand. But when a large number of us are facing 15+ hours of time and overnight Cancelled Flightations it seems like",2015-02-23
801,negative,United,fortytoo,@united flt 1249 Cancelled Flightled and I get email @3:30 AM? What happened to courtesy phn call? Had to book diff airline &amp; city,2015-02-23
802,negative,United,michaelsalinger,"@united tag numbers 0016 964012, 0016 964077, 0016 964078 - let's find these bags.",2015-02-23
803,negative,United,wordstern,"@united better train your support staff with appropriate decorum, consider revisiting your terrible ""provide a death certificate' policy",2015-02-23
804,negative,United,CharlieGMoney,@united Well the bar is set low! You guys are really good at the apology game! What will change? When will u guys learn?,2015-02-23
805,neutral,United,sacsmitty,"@united My post was just more of disappointment.  I'm a frequent United flyer, it was a simple ??.  1 bad apple doesn't spoil the bunch.",2015-02-23
806,positive,United,Meyer47,@united you guys continue to impress me in Houston. http://t.co/cIh1qNllcM,2015-02-23
807,negative,United,The5y5Adm1n,@United I have no way of making phones calls... Need to handle via Twitter/email/web. Thank you!,2015-02-23
